Date,Time,Item,Qty,Price Point Name,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Customer ID,Customer Name,Customer Reference ID,Unit,Count,Employee,PAN Suffix
08/23/2024,10:41 AM,Chai,1,,$5.15,$0.00,$5.15,$0.42,TRANS002089,PAY002089,,,,each,1,Employee 9,1725
08/23/2024,10:41 AM,Drip,1,,$4.43,$0.00,$4.43,$0.37,TRANS002089,PAY002089,,,,each,1,Employee 1,5457
09/18/2024,12:55 PM,Avocado Toast,1,,$13.09,$0.00,$13.09,$1.08,TRANS002090,PAY002090,,,,each,1,Employee 1,1328
09/18/2024,12:55 PM,Chai,1,,$4.34,$0.00,$4.34,$0.36,TRANS002090,PAY002090,,,,each,1,Employee 8,4168
09/18/2024,12:55 PM,Churro,1,,$4.06,$0.52,$3.54,$0.29,TRANS002090,PAY002090,,,,each,1,Employee 6,3589
08/27/2024,08:52 AM,Concha,1,,$4.89,$0.00,$4.89,$0.40,TRANS002091,PAY002091,,,,each,1,Employee 1,1354
08/27/2024,08:52 AM,Tea,1,,$5.05,$0.00,$5.05,$0.42,TRANS002091,PAY002091,,,,each,1,Employee 6,8215
01/04/2025,03:40 PM,Chilaquiles,1,,$9.13,$1.81,$7.33,$0.60,TRANS002092,PAY002092,,,,each,1,Employee 1,7930
01/04/2025,03:40 PM,Horchata Agua Fresca,1,,$5.43,$0.00,$5.43,$0.45,TRANS002092,PAY002092,,,,each,1,Employee 2,8604
11/24/2024,11:03 AM,Breakfast Tacos,1,,$12.80,$0.00,$12.80,$1.06,TRANS002093,PAY002093,,,,each,1,Employee 6,7495
11/24/2024,11:03 AM,Cookies,1,,$5.21,$0.00,$5.21,$0.43,TRANS002093,PAY002093,,,,each,1,Employee 3,9450
09/06/2024,01:32 PM,Croissant Plain,1,,$5.18,$0.00,$5.18,$0.43,TRANS002094,PAY002094,,,,each,1,Employee 3,2262
09/15/2024,12:06 PM,Chilaquiles,1,,$9.98,$0.00,$9.98,$0.82,TRANS002095,PAY002095,CUST0368,Customer 290,CUST0368,each,1,Employee 3,2823
10/11/2024,05:02 PM,Cinnamon Roll,1,,$6.56,$1.28,$5.28,$0.44,TRANS002096,PAY002096,,,,each,1,Employee 6,3948
10/11/2024,05:02 PM,Americano,1,,$4.06,$0.00,$4.06,$0.33,TRANS002096,PAY002096,,,,each,1,Employee 4,1946
01/07/2025,05:50 PM,Churro,1,,$5.41,$0.00,$5.41,$0.45,TRANS002097,PAY002097,,,,each,1,Employee 3,4683
08/02/2024,01:02 PM,Avocado Toast,1,,$8.69,$0.00,$8.69,$0.72,TRANS002098,PAY002098,CUST0346,Customer 27,CUST0346,each,1,Employee 2,7301
08/02/2024,01:02 PM,Churro,1,,$6.49,$0.00,$6.49,$0.54,TRANS002098,PAY002098,CUST0346,Customer 27,CUST0346,each,1,Employee 2,6654
11/25/2024,01:45 PM,Drip,1,,$4.59,$0.00,$4.59,$0.38,TRANS002099,PAY002099,CUST0225,Customer 378,CUST0225,each,1,Employee 3,4457
11/25/2024,01:45 PM,Crepe,1,,$9.54,$0.00,$9.54,$0.79,TRANS002099,PAY002099,CUST0225,Customer 378,CUST0225,each,1,Employee 1,9514
11/25/2024,01:45 PM,Churro,1,,$4.04,$0.00,$4.04,$0.33,TRANS002099,PAY002099,CUST0225,Customer 378,CUST0225,each,1,Employee 8,7204
09/02/2024,02:07 PM,Matcha Latte,1,,$4.52,$0.00,$4.52,$0.37,TRANS002100,PAY002100,,,,each,1,Employee 4,8445
12/13/2024,04:57 PM,Cinnamon Roll,1,,$5.37,$1.07,$4.30,$0.35,TRANS002101,PAY002101,CUST0026,Customer 183,CUST0026,each,1,Employee 5,4345
12/13/2024,04:57 PM,Drip,1,,$5.30,$0.00,$5.30,$0.44,TRANS002101,PAY002101,CUST0026,Customer 183,CUST0026,each,1,Employee 1,2780
12/13/2024,04:57 PM,Croissant Plain,1,,$4.17,$0.00,$4.17,$0.34,TRANS002101,PAY002101,CUST0026,Customer 183,CUST0026,each,1,Employee 1,1017
12/27/2024,05:40 PM,Churro,1,,$6.02,$1.00,$5.02,$0.41,TRANS002102,PAY002102,CUST0053,Customer 187,CUST0053,each,1,Employee 9,8171
10/24/2024,05:52 PM,Matcha Latte,1,,$5.28,$0.00,$5.28,$0.44,TRANS002103,PAY002103,CUST0111,Customer 498,CUST0111,each,1,Employee 8,2680
10/28/2024,02:45 PM,Limonada 16oz,1,,$4.75,$0.00,$4.75,$0.39,TRANS002104,PAY002104,,,,each,1,Employee 5,5171
10/28/2024,02:45 PM,Churro,1,,$7.38,$0.00,$7.38,$0.61,TRANS002104,PAY002104,,,,each,1,Employee 7,6935
10/28/2024,02:45 PM,BLT,1,,$12.46,$0.00,$12.46,$1.03,TRANS002104,PAY002104,,,,each,1,Employee 1,2219
10/27/2024,04:08 PM,Croissant Plain,1,,$4.80,$0.81,$4.00,$0.33,TRANS002105,PAY002105,,,,each,1,Employee 4,5936
12/02/2024,12:00 PM,Pan Dulce,1,,$5.21,$0.00,$5.21,$0.43,TRANS002106,PAY002106,,,,each,1,Employee 5,8639
12/02/2024,12:00 PM,BLT,1,,$12.91,$0.00,$12.91,$1.07,TRANS002106,PAY002106,,,,each,1,Employee 7,2521
09/26/2024,12:05 PM,Matcha Latte,1,,$4.22,$0.00,$4.22,$0.35,TRANS002107,PAY002107,,,,each,1,Employee 7,2111
09/26/2024,12:05 PM,Cortado,1,,$5.99,$0.00,$5.99,$0.49,TRANS002107,PAY002107,,,,each,1,Employee 4,5102
11/02/2024,10:49 AM,BLT,1,,$9.77,$0.00,$9.77,$0.81,TRANS002108,PAY002108,,,,each,1,Employee 2,3381
12/25/2024,01:00 PM,Concha,1,,$5.48,$0.00,$5.48,$0.45,TRANS002109,PAY002109,CUST0398,Customer 192,CUST0398,each,1,Employee 9,5462
08/27/2024,10:00 AM,Pan Dulce,1,,$6.68,$0.80,$5.87,$0.48,TRANS002110,PAY002110,,,,each,1,Employee 3,1430
08/02/2024,11:16 AM,Quesadilla,1,,$13.22,$1.74,$11.47,$0.95,TRANS002111,PAY002111,,,,each,1,Employee 7,1878
09/07/2024,05:04 PM,Chilaquiles,1,,$11.76,$0.00,$11.76,$0.97,TRANS002112,PAY002112,CUST0028,Customer 185,CUST0028,each,1,Employee 1,9668
09/07/2024,05:04 PM,Chai,1,,$4.26,$0.00,$4.26,$0.35,TRANS002112,PAY002112,CUST0028,Customer 185,CUST0028,each,1,Employee 9,7134
09/07/2024,05:04 PM,Matcha Latte,1,,$4.67,$0.00,$4.67,$0.39,TRANS002112,PAY002112,CUST0028,Customer 185,CUST0028,each,1,Employee 6,7890
12/10/2024,02:17 PM,Croissant Plain,1,,$7.40,$0.00,$7.40,$0.61,TRANS002113,PAY002113,CUST0198,Customer 162,CUST0198,each,1,Employee 8,6093
12/10/2024,02:17 PM,Cappuccino,1,,$5.40,$0.00,$5.40,$0.45,TRANS002113,PAY002113,CUST0198,Customer 162,CUST0198,each,1,Employee 1,4947
09/12/2024,08:06 AM,Cortado,1,,$6.42,$0.00,$6.42,$0.53,TRANS002114,PAY002114,,,,each,1,Employee 4,9287
09/12/2024,08:06 AM,Quesadilla,1,,$9.74,$0.00,$9.74,$0.80,TRANS002114,PAY002114,,,,each,1,Employee 8,8347
09/12/2024,08:06 AM,Cinnamon Roll,1,,$5.72,$0.00,$5.72,$0.47,TRANS002114,PAY002114,,,,each,1,Employee 3,1974
10/09/2024,04:37 PM,Concha,1,,$5.37,$0.00,$5.37,$0.44,TRANS002115,PAY002115,,,,each,1,Employee 8,5612
08/12/2024,11:10 AM,Cinnamon Roll,1,,$6.58,$0.00,$6.58,$0.54,TRANS002116,PAY002116,CUST0490,Customer 455,CUST0490,each,1,Employee 1,3468
10/08/2024,02:10 PM,Cinnamon Roll,1,,$5.54,$0.00,$5.54,$0.46,TRANS002117,PAY002117,,,,each,1,Employee 1,1732
09/07/2024,11:57 AM,Churro,1,,$4.43,$0.00,$4.43,$0.37,TRANS002118,PAY002118,,,,each,1,Employee 4,7007
12/03/2024,03:10 PM,Americano,1,,$5.46,$0.00,$5.46,$0.45,TRANS002119,PAY002119,CUST0475,Customer 335,CUST0475,each,1,Employee 3,4118
09/29/2024,04:06 PM,Churro,1,,$3.84,$0.00,$3.84,$0.32,TRANS002120,PAY002120,,,,each,1,Employee 9,4173
08/30/2024,10:10 AM,Cookies,1,,$7.11,$0.00,$7.11,$0.59,TRANS002121,PAY002121,CUST0414,Customer 40,CUST0414,each,1,Employee 4,4801
08/30/2024,10:10 AM,Limonada 16oz,1,,$4.57,$0.00,$4.57,$0.38,TRANS002121,PAY002121,CUST0414,Customer 40,CUST0414,each,1,Employee 1,2265
08/30/2024,10:10 AM,Croissant Plain,1,,$7.26,$0.00,$7.26,$0.60,TRANS002121,PAY002121,CUST0414,Customer 40,CUST0414,each,1,Employee 9,9369
08/30/2024,10:10 AM,Cortado,1,,$6.38,$0.00,$6.38,$0.53,TRANS002121,PAY002121,CUST0414,Customer 40,CUST0414,each,1,Employee 4,7696
08/04/2024,09:13 AM,Breakfast Tacos,1,,$12.72,$0.00,$12.72,$1.05,TRANS002122,PAY002122,,,,each,1,Employee 8,9703
09/09/2024,11:31 AM,Concha,1,,$3.86,$0.00,$3.86,$0.32,TRANS002123,PAY002123,CUST0399,Customer 426,CUST0399,each,1,Employee 2,6402
09/19/2024,05:02 PM,Americano,1,,$4.26,$0.60,$3.66,$0.30,TRANS002124,PAY002124,,,,each,1,Employee 9,2020
09/19/2024,05:02 PM,Crepe,1,,$9.29,$0.00,$9.29,$0.77,TRANS002124,PAY002124,,,,each,1,Employee 3,7935
09/19/2024,05:02 PM,Croissant Plain,1,,$5.14,$0.00,$5.14,$0.42,TRANS002124,PAY002124,,,,each,1,Employee 5,9097
11/10/2024,12:31 PM,Horchata Agua Fresca,1,,$5.11,$0.00,$5.11,$0.42,TRANS002125,PAY002125,,,,each,1,Employee 2,8561
12/23/2024,05:34 PM,Latte Build Your Own,1,,$6.35,$0.00,$6.35,$0.52,TRANS002126,PAY002126,,,,each,1,Employee 1,3190
12/26/2024,05:31 PM,Crepe,1,,$12.12,$0.00,$12.12,$1.00,TRANS002127,PAY002127,,,,each,1,Employee 2,7425
12/11/2024,03:32 PM,Quesadilla,1,,$9.97,$0.00,$9.97,$0.82,TRANS002128,PAY002128,,,,each,1,Employee 7,2184
08/01/2024,10:49 AM,BLT,1,,$10.89,$2.15,$8.74,$0.72,TRANS002129,PAY002129,,,,each,1,Employee 7,6993
09/28/2024,04:01 PM,Cappuccino,1,,$4.11,$0.00,$4.11,$0.34,TRANS002130,PAY002130,,,,each,1,Employee 2,4284
01/03/2025,02:32 PM,Americano,1,,$4.92,$0.00,$4.92,$0.41,TRANS002131,PAY002131,,,,each,1,Employee 6,2552
01/03/2025,02:32 PM,Cortado,1,,$4.28,$0.00,$4.28,$0.35,TRANS002131,PAY002131,,,,each,1,Employee 9,7210
01/03/2025,02:32 PM,Cookies,1,,$5.97,$1.16,$4.81,$0.40,TRANS002131,PAY002131,,,,each,1,Employee 8,5077
08/11/2024,10:54 AM,Chai,1,,$5.12,$0.00,$5.12,$0.42,TRANS002132,PAY002132,,,,each,1,Employee 9,6531
08/11/2024,10:54 AM,Matcha Latte,1,,$4.93,$0.00,$4.93,$0.41,TRANS002132,PAY002132,,,,each,1,Employee 5,7582
09/07/2024,11:25 AM,Avocado Toast,1,,$9.05,$1.53,$7.52,$0.62,TRANS002133,PAY002133,,,,each,1,Employee 5,4163
12/18/2024,08:10 AM,Cortado,1,,$4.03,$0.00,$4.03,$0.33,TRANS002134,PAY002134,,,,each,1,Employee 8,9032
12/18/2024,08:10 AM,Breakfast Tacos,1,,$12.59,$0.00,$12.59,$1.04,TRANS002134,PAY002134,,,,each,1,Employee 1,1300
08/06/2024,12:52 PM,Avocado Toast,1,,$8.90,$0.00,$8.90,$0.73,TRANS002135,PAY002135,,,,each,1,Employee 1,6531
12/10/2024,09:59 AM,Concha,1,,$4.44,$0.00,$4.44,$0.37,TRANS002136,PAY002136,,,,each,1,Employee 6,5264
12/10/2024,09:59 AM,Chilaquiles,1,,$11.80,$0.00,$11.80,$0.97,TRANS002136,PAY002136,,,,each,1,Employee 8,1633
12/10/2024,09:59 AM,Latte Build Your Own,1,,$5.64,$0.00,$5.64,$0.47,TRANS002136,PAY002136,,,,each,1,Employee 9,9863
12/01/2024,01:25 PM,Drip,1,,$6.32,$0.00,$6.32,$0.52,TRANS002137,PAY002137,,,,each,1,Employee 9,1483
09/06/2024,08:28 AM,BLT,1,,$10.62,$0.00,$10.62,$0.88,TRANS002138,PAY002138,,,,each,1,Employee 9,2405
12/20/2024,12:06 PM,Cookies,1,,$3.69,$0.00,$3.69,$0.30,TRANS002139,PAY002139,,,,each,1,Employee 9,5194
12/20/2024,12:06 PM,Latte Build Your Own,1,,$6.28,$0.00,$6.28,$0.52,TRANS002139,PAY002139,,,,each,1,Employee 3,9765
12/20/2024,12:06 PM,Americano,1,,$4.94,$0.00,$4.94,$0.41,TRANS002139,PAY002139,,,,each,1,Employee 9,2550
11/30/2024,12:18 PM,Americano,1,,$5.53,$0.00,$5.53,$0.46,TRANS002140,PAY002140,CUST0337,Customer 96,CUST0337,each,1,Employee 4,6281
10/01/2024,09:01 AM,Cortado,1,,$5.88,$0.00,$5.88,$0.49,TRANS002141,PAY002141,,,,each,1,Employee 2,6490
10/01/2024,09:01 AM,Limonada 16oz,1,,$4.92,$0.52,$4.40,$0.36,TRANS002141,PAY002141,,,,each,1,Employee 3,1535
10/08/2024,03:19 PM,Tea,1,,$4.46,$0.77,$3.69,$0.30,TRANS002142,PAY002142,,,,each,1,Employee 7,7227
10/27/2024,05:01 PM,Pan Dulce,1,,$5.97,$0.00,$5.97,$0.49,TRANS002143,PAY002143,CUST0362,Customer 494,CUST0362,each,1,Employee 6,9958
10/27/2024,05:01 PM,Tea,1,,$4.71,$0.00,$4.71,$0.39,TRANS002143,PAY002143,CUST0362,Customer 494,CUST0362,each,1,Employee 8,1381
09/08/2024,10:54 AM,Limonada 16oz,1,,$4.71,$0.00,$4.71,$0.39,TRANS002144,PAY002144,,,,each,1,Employee 5,6904
09/08/2024,10:54 AM,Croissant Plain,1,,$6.99,$1.13,$5.85,$0.48,TRANS002144,PAY002144,,,,each,1,Employee 4,2940
10/06/2024,05:13 PM,Cinnamon Roll,1,,$5.07,$0.00,$5.07,$0.42,TRANS002145,PAY002145,CUST0157,Customer 393,CUST0157,each,1,Employee 3,2770
10/06/2024,05:13 PM,Crepe,1,,$8.40,$0.00,$8.40,$0.69,TRANS002145,PAY002145,CUST0157,Customer 393,CUST0157,each,1,Employee 5,1403
10/06/2024,05:13 PM,Cookies,1,,$7.20,$0.00,$7.20,$0.59,TRANS002145,PAY002145,CUST0157,Customer 393,CUST0157,each,1,Employee 1,9460
09/12/2024,08:08 AM,Horchata Agua Fresca,1,,$5.22,$0.00,$5.22,$0.43,TRANS002146,PAY002146,,,,each,1,Employee 2,9340
09/12/2024,08:08 AM,Americano,1,,$6.08,$0.86,$5.22,$0.43,TRANS002146,PAY002146,,,,each,1,Employee 2,8992
08/16/2024,03:09 PM,Americano,1,,$4.58,$0.90,$3.68,$0.30,TRANS002147,PAY002147,,,,each,1,Employee 2,5573
12/07/2024,04:57 PM,Cappuccino,1,,$5.77,$0.00,$5.77,$0.48,TRANS002148,PAY002148,,,,each,1,Employee 9,5640
12/15/2024,01:39 PM,Horchata Agua Fresca,1,,$4.94,$0.00,$4.94,$0.41,TRANS002149,PAY002149,,,,each,1,Employee 5,3440
09/30/2024,04:23 PM,Horchata Agua Fresca,1,,$3.84,$0.00,$3.84,$0.32,TRANS002150,PAY002150,CUST0486,Customer 71,CUST0486,each,1,Employee 2,4258
09/30/2024,04:23 PM,Latte Build Your Own,1,,$4.06,$0.00,$4.06,$0.33,TRANS002150,PAY002150,CUST0486,Customer 71,CUST0486,each,1,Employee 6,6203
09/30/2024,04:23 PM,Concha,1,,$5.99,$0.00,$5.99,$0.49,TRANS002150,PAY002150,CUST0486,Customer 71,CUST0486,each,1,Employee 9,3687
10/28/2024,03:25 PM,Pan Dulce,1,,$6.81,$0.00,$6.81,$0.56,TRANS002151,PAY002151,,,,each,1,Employee 7,2112
10/28/2024,03:25 PM,Cold Brew,1,,$5.77,$0.00,$5.77,$0.48,TRANS002151,PAY002151,,,,each,1,Employee 5,7636
10/28/2024,03:25 PM,Crepe,1,,$13.56,$1.40,$12.17,$1.00,TRANS002151,PAY002151,,,,each,1,Employee 4,9466
09/28/2024,12:22 PM,Americano,1,,$6.01,$0.00,$6.01,$0.50,TRANS002152,PAY002152,CUST0213,Customer 442,CUST0213,each,1,Employee 9,9217
09/28/2024,12:22 PM,Cappuccino,1,,$5.02,$0.00,$5.02,$0.41,TRANS002152,PAY002152,CUST0213,Customer 442,CUST0213,each,1,Employee 9,3020
09/28/2024,12:22 PM,Muffin,1,,$6.33,$0.00,$6.33,$0.52,TRANS002152,PAY002152,CUST0213,Customer 442,CUST0213,each,1,Employee 2,1316
10/06/2024,09:12 AM,Horchata Agua Fresca,1,,$5.08,$0.00,$5.08,$0.42,TRANS002153,PAY002153,CUST0062,Customer 13,CUST0062,each,1,Employee 8,2715
10/06/2024,09:12 AM,Breakfast Tacos,1,,$12.60,$0.00,$12.60,$1.04,TRANS002153,PAY002153,CUST0062,Customer 13,CUST0062,each,1,Employee 4,3406
10/06/2024,09:12 AM,Avocado Toast,1,,$12.88,$0.00,$12.88,$1.06,TRANS002153,PAY002153,CUST0062,Customer 13,CUST0062,each,1,Employee 3,1789
12/14/2024,11:00 AM,Americano,1,,$5.28,$0.00,$5.28,$0.44,TRANS002154,PAY002154,,,,each,1,Employee 4,4264
12/14/2024,11:00 AM,Concha,1,,$5.77,$0.00,$5.77,$0.48,TRANS002154,PAY002154,,,,each,1,Employee 1,6074
09/16/2024,05:43 PM,Limonada 16oz,1,,$3.88,$0.00,$3.88,$0.32,TRANS002155,PAY002155,,,,each,1,Employee 9,5686
09/16/2024,05:43 PM,Churro,1,,$6.90,$0.00,$6.90,$0.57,TRANS002155,PAY002155,,,,each,1,Employee 4,4538
09/16/2024,05:43 PM,Chai,1,,$3.60,$0.00,$3.60,$0.30,TRANS002155,PAY002155,,,,each,1,Employee 6,8015
10/09/2024,09:47 AM,Avocado Toast,1,,$11.85,$0.00,$11.85,$0.98,TRANS002156,PAY002156,,,,each,1,Employee 1,4153
09/15/2024,08:50 AM,Concha,1,,$3.95,$0.00,$3.95,$0.33,TRANS002157,PAY002157,,,,each,1,Employee 9,2254
09/15/2024,08:50 AM,Avocado Toast,1,,$13.78,$0.00,$13.78,$1.14,TRANS002157,PAY002157,,,,each,1,Employee 1,5774
09/15/2024,08:50 AM,Crepe,1,,$11.43,$0.00,$11.43,$0.94,TRANS002157,PAY002157,,,,each,1,Employee 3,3183
10/12/2024,05:52 PM,Muffin,1,,$7.00,$0.00,$7.00,$0.58,TRANS002158,PAY002158,,,,each,1,Employee 6,6468
10/25/2024,03:02 PM,Latte Build Your Own,1,,$4.24,$0.00,$4.24,$0.35,TRANS002159,PAY002159,,,,each,1,Employee 8,2980
09/03/2024,11:09 AM,Cold Brew,1,,$4.72,$0.84,$3.88,$0.32,TRANS002160,PAY002160,,,,each,1,Employee 7,1623
11/03/2024,05:56 PM,Quesadilla,1,,$12.74,$0.00,$12.74,$1.05,TRANS002161,PAY002161,CUST0355,Customer 26,CUST0355,each,1,Employee 3,1554
11/03/2024,05:56 PM,Limonada 16oz,1,,$3.81,$0.69,$3.12,$0.26,TRANS002161,PAY002161,CUST0355,Customer 26,CUST0355,each,1,Employee 4,9528
09/24/2024,08:28 AM,Horchata Agua Fresca,1,,$3.82,$0.00,$3.82,$0.32,TRANS002162,PAY002162,,,,each,1,Employee 7,5251
09/24/2024,08:28 AM,Cookies,1,,$4.51,$0.66,$3.85,$0.32,TRANS002162,PAY002162,,,,each,1,Employee 4,7281
09/24/2024,08:28 AM,Churro,1,,$4.99,$0.00,$4.99,$0.41,TRANS002162,PAY002162,,,,each,1,Employee 2,6568
10/13/2024,08:25 AM,Crepe,1,,$8.59,$0.00,$8.59,$0.71,TRANS002163,PAY002163,,,,each,1,Employee 8,1148
10/13/2024,08:25 AM,Chilaquiles,1,,$12.10,$2.32,$9.78,$0.81,TRANS002163,PAY002163,,,,each,1,Employee 7,3942
10/13/2024,08:25 AM,Chai,1,,$4.12,$0.00,$4.12,$0.34,TRANS002163,PAY002163,,,,each,1,Employee 4,6560
10/13/2024,08:25 AM,Cinnamon Roll,1,,$7.28,$0.00,$7.28,$0.60,TRANS002163,PAY002163,,,,each,1,Employee 1,6186
09/28/2024,03:02 PM,Americano,1,,$4.02,$0.70,$3.32,$0.27,TRANS002164,PAY002164,CUST0001,Customer 335,CUST0001,each,1,Employee 9,6647
09/28/2024,03:02 PM,Muffin,1,,$7.30,$0.00,$7.30,$0.60,TRANS002164,PAY002164,CUST0001,Customer 335,CUST0001,each,1,Employee 4,5487
11/23/2024,02:10 PM,Matcha Latte,1,,$5.20,$0.00,$5.20,$0.43,TRANS002165,PAY002165,,,,each,1,Employee 5,6804
11/23/2024,02:10 PM,Horchata Agua Fresca,1,,$4.08,$0.00,$4.08,$0.34,TRANS002165,PAY002165,,,,each,1,Employee 8,7897
12/07/2024,12:31 PM,Chai,1,,$3.58,$0.00,$3.58,$0.30,TRANS002166,PAY002166,,,,each,1,Employee 6,5133
08/21/2024,02:32 PM,Cortado,1,,$6.15,$0.00,$6.15,$0.51,TRANS002167,PAY002167,,,,each,1,Employee 2,3331
08/21/2024,02:09 PM,Limonada 16oz,1,,$4.10,$0.00,$4.10,$0.34,TRANS002168,PAY002168,CUST0479,Customer 427,CUST0479,each,1,Employee 1,4107
01/07/2025,12:25 PM,Matcha Latte,1,,$4.02,$0.41,$3.62,$0.30,TRANS002169,PAY002169,,,,each,1,Employee 8,7774
01/07/2025,12:25 PM,Drip,1,,$5.52,$0.00,$5.52,$0.46,TRANS002169,PAY002169,,,,each,1,Employee 9,8350
09/10/2024,12:09 PM,Breakfast Tacos,1,,$10.86,$2.06,$8.81,$0.73,TRANS002170,PAY002170,,,,each,1,Employee 6,8707
09/10/2024,12:09 PM,Cinnamon Roll,1,,$6.99,$0.00,$6.99,$0.58,TRANS002170,PAY002170,,,,each,1,Employee 6,3556
08/23/2024,09:16 AM,Latte Build Your Own,1,,$5.04,$0.00,$5.04,$0.42,TRANS002171,PAY002171,CUST0136,Customer 416,CUST0136,each,1,Employee 6,1768
08/12/2024,03:10 PM,Crepe,1,,$9.24,$0.00,$9.24,$0.76,TRANS002172,PAY002172,CUST0480,Customer 57,CUST0480,each,1,Employee 8,2818
09/11/2024,03:28 PM,Matcha Latte,1,,$5.10,$0.00,$5.10,$0.42,TRANS002173,PAY002173,,,,each,1,Employee 9,3619
09/11/2024,03:28 PM,Chilaquiles,1,,$10.13,$1.55,$8.57,$0.71,TRANS002173,PAY002173,,,,each,1,Employee 8,4492
09/11/2024,03:28 PM,Avocado Toast,1,,$9.77,$1.89,$7.88,$0.65,TRANS002173,PAY002173,,,,each,1,Employee 6,4056
10/17/2024,10:00 AM,Limonada 16oz,1,,$4.12,$0.63,$3.49,$0.29,TRANS002174,PAY002174,CUST0074,Customer 311,CUST0074,each,1,Employee 7,7053
10/17/2024,10:00 AM,Cookies,1,,$5.56,$0.00,$5.56,$0.46,TRANS002174,PAY002174,CUST0074,Customer 311,CUST0074,each,1,Employee 1,7401
10/17/2024,10:00 AM,Chilaquiles,1,,$12.47,$1.96,$10.51,$0.87,TRANS002174,PAY002174,CUST0074,Customer 311,CUST0074,each,1,Employee 4,6890
08/03/2024,11:05 AM,Drip,1,,$4.36,$0.00,$4.36,$0.36,TRANS002175,PAY002175,,,,each,1,Employee 6,4800
01/06/2025,03:33 PM,Limonada 16oz,1,,$4.03,$0.00,$4.03,$0.33,TRANS002176,PAY002176,,,,each,1,Employee 2,9545
09/10/2024,08:12 AM,Cinnamon Roll,1,,$4.69,$0.00,$4.69,$0.39,TRANS002177,PAY002177,CUST0066,Customer 369,CUST0066,each,1,Employee 8,5164
09/10/2024,08:12 AM,Matcha Latte,1,,$5.12,$0.00,$5.12,$0.42,TRANS002177,PAY002177,CUST0066,Customer 369,CUST0066,each,1,Employee 9,1792
12/14/2024,02:31 PM,Drip,1,,$5.76,$0.00,$5.76,$0.47,TRANS002178,PAY002178,CUST0001,Customer 111,CUST0001,each,1,Employee 9,9460
08/08/2024,09:55 AM,Chilaquiles,1,,$11.34,$1.18,$10.16,$0.84,TRANS002179,PAY002179,,,,each,1,Employee 9,3541
08/08/2024,09:55 AM,Quesadilla,1,,$13.91,$1.77,$12.15,$1.00,TRANS002179,PAY002179,,,,each,1,Employee 4,8122
08/08/2024,09:55 AM,Drip,1,,$5.04,$0.00,$5.04,$0.42,TRANS002179,PAY002179,,,,each,1,Employee 4,1008
11/03/2024,03:10 PM,Cinnamon Roll,1,,$7.44,$0.00,$7.44,$0.61,TRANS002180,PAY002180,CUST0053,Customer 15,CUST0053,each,1,Employee 3,8245
10/10/2024,04:32 PM,Cinnamon Roll,1,,$3.98,$0.42,$3.56,$0.29,TRANS002181,PAY002181,,,,each,1,Employee 7,3287
10/10/2024,04:32 PM,Crepe,1,,$12.57,$1.80,$10.78,$0.89,TRANS002181,PAY002181,,,,each,1,Employee 3,2109
11/20/2024,12:33 PM,BLT,1,,$10.69,$0.00,$10.69,$0.88,TRANS002182,PAY002182,CUST0151,Customer 484,CUST0151,each,1,Employee 2,4349
09/23/2024,01:18 PM,Avocado Toast,1,,$8.31,$0.00,$8.31,$0.69,TRANS002183,PAY002183,,,,each,1,Employee 8,3710
11/23/2024,10:26 AM,Drip,1,,$6.14,$0.00,$6.14,$0.51,TRANS002184,PAY002184,,,,each,1,Employee 8,6096
01/03/2025,10:29 AM,Drip,1,,$6.34,$0.00,$6.34,$0.52,TRANS002185,PAY002185,CUST0083,Customer 385,CUST0083,each,1,Employee 3,7614
08/15/2024,08:23 AM,Muffin,1,,$4.51,$0.00,$4.51,$0.37,TRANS002186,PAY002186,CUST0447,Customer 100,CUST0447,each,1,Employee 7,5922
08/15/2024,08:23 AM,Limonada 16oz,1,,$5.42,$0.63,$4.79,$0.40,TRANS002186,PAY002186,CUST0447,Customer 100,CUST0447,each,1,Employee 4,7579
08/07/2024,12:16 PM,BLT,1,,$11.96,$0.00,$11.96,$0.99,TRANS002187,PAY002187,,,,each,1,Employee 4,9807
08/07/2024,12:16 PM,Drip,1,,$4.36,$0.00,$4.36,$0.36,TRANS002187,PAY002187,,,,each,1,Employee 8,5754
12/06/2024,03:13 PM,Muffin,1,,$4.03,$0.00,$4.03,$0.33,TRANS002188,PAY002188,,,,each,1,Employee 9,9916
12/06/2024,03:13 PM,Chilaquiles,1,,$8.28,$0.00,$8.28,$0.68,TRANS002188,PAY002188,,,,each,1,Employee 1,4602
11/30/2024,05:15 PM,Muffin,1,,$5.92,$0.00,$5.92,$0.49,TRANS002189,PAY002189,,,,each,1,Employee 3,6778
11/20/2024,10:19 AM,BLT,1,,$13.56,$0.00,$13.56,$1.12,TRANS002190,PAY002190,CUST0122,Customer 413,CUST0122,each,1,Employee 8,1829
11/20/2024,10:19 AM,Croissant Plain,1,,$3.86,$0.55,$3.30,$0.27,TRANS002190,PAY002190,CUST0122,Customer 413,CUST0122,each,1,Employee 5,2574
08/29/2024,04:24 PM,Matcha Latte,1,,$5.01,$0.00,$5.01,$0.41,TRANS002191,PAY002191,,,,each,1,Employee 7,1297
08/29/2024,04:24 PM,Churro,1,,$6.84,$0.00,$6.84,$0.56,TRANS002191,PAY002191,,,,each,1,Employee 3,4749
